id,loan_status,prob
59373,0,0.0418
59374,0,0.0068
59375,1,0.9753
59376,1,0.9585
59377,0,0.1368
59378,0,0.0808
59379,0,0.0241
59380,0,0.0354
59381,0,0.0114
59382,0,0.1011
59383,1,0.962
59384,0,0.0277
59385,0,0.0117
59386,0,0.0785
59387,1,0.9758
59388,0,0.1721
59389,0,0.0379
59390,0,0.081
59391,0,0.0568
59392,0,0.2593
59393,1,0.9134
59394,1,0.9293
59395,0,0.0505
59396,0,0.0145
59397,0,0.0146
59398,0,0.0091
59399,0,0.0135
59400,0,0.0309
59401,0,0.0228
59402,0,0.0707
59403,0,0.0192
59404,0,0.0148
59405,0,0.0024
59406,0,0.0184
59407,0,0.0408
59408,0,0.039
59409,0,0.0247
59410,0,0.003
59411,0,0.0114
59412,0,0.0195
59413,0,0.0014
59414,0,0.0696
59415,0,0.0277
59416,0,0.005
59417,0,0.008
59418,0,0.0081
59419,0,0.0023
59420,0,0.1086
59421,0,0.181
59422,0,0.0385
59423,0,0.0083
59424,1,0.9644
59425,0,0.0511
59426,0,0.0058
59427,0,0.0084
59428,0,0.0769
59429,0,0.0086
59430,0,0.0027
59431,0,0.0434
59432,0,0.0061
59433,0,0.0296
59434,0,0.0036
59435,0,0.0015
59436,0,0.0041
59437,0,0.017
59438,1,0.5742
59439,0,0.0333
59440,0,0.0047
59441,0,0.0181
59442,0,0.0043
59443,0,0.0038
59444,0,0.0587
59445,0,0.0445
59446,0,0.0343
59447,0,0.0122
59448,0,0.0088
59449,0,0.0086
59450,0,0.0401
59451,1,0.9823
59452,0,0.0373
59453,0,0.0209
59454,0,0.0343
59455,0,0.0384
59456,0,0.0226
59457,1,0.9797
59458,0,0.0823
59459,0,0.208
59460,0,0.093
59461,0,0.0056
59462,1,0.8634
59463,0,0.0041
59464,0,0.3267
59465,0,0.0543
59466,0,0.0643
59467,0,0.0299
59468,0,0.0024
59469,0,0.0604
59470,0,0.0012
59471,0,0.0054
59472,0,0.0808
59473,0,0.0116
59474,0,0.0152
59475,0,0.0475
59476,0,0.0161
59477,0,0.0151
59478,0,0.0114
59479,0,0.0236
59480,0,0.0119
59481,0,0.1313
59482,1,0.9833
59483,0,0.0087
59484,0,0.0056
59485,0,0.0218
59486,0,0.0944
59487,0,0.0111
59488,0,0.0306
59489,0,0.0143
59490,0,0.0124
59491,1,0.9821
59492,0,0.0085
59493,0,0.0135
59494,0,0.0034
59495,1,0.8974
59496,0,0.011
59497,1,0.9829
59498,0,0.0375
59499,0,0.0477
59500,1,0.9959
59501,0,0.0182
59502,1,0.9228
59503,0,0.2285
59504,0,0.0059
59505,0,0.0481
59506,0,0.0033
59507,0,0.0054
59508,0,0.0355
59509,0,0.0157
59510,0,0.0407
59511,0,0.0043
59512,0,0.0057
59513,0,0.0757
59514,0,0.0116
59515,0,0.0282
59516,0,0.0237
59517,1,0.8339
59518,0,0.0062
59519,0,0.0054
59520,0,0.014
59521,0,0.0319
59522,0,0.0623
59523,0,0.0067
59524,0,0.0075
59525,1,0.9069
59526,0,0.1717
59527,0,0.0152
59528,0,0.0455
59529,0,0.0479
59530,1,0.951
59531,0,0.0075
59532,0,0.0006
59533,0,0.0439
59534,0,0.0595
59535,0,0.0248
59536,0,0.0356
59537,0,0.0101
59538,0,0.0621
59539,0,0.0358
59540,1,0.8655
59541,0,0.0111
59542,0,0.0356
59543,0,0.021
59544,0,0.0246
59545,0,0.0285
59546,0,0.0326
59547,0,0.0237
59548,0,0.0067
59549,0,0.032
59550,0,0.0077
59551,0,0.0305
59552,0,0.0083
59553,0,0.0127
59554,1,0.9661
59555,0,0.0123
59556,0,0.0051
59557,0,0.0019
59558,0,0.0419
59559,0,0.0136
59560,0,0.0026
59561,0,0.0072
59562,0,0.0811
59563,0,0.0272
59564,0,0.1185
59565,0,0.0148
59566,0,0.0125
59567,0,0.0109
59568,0,0.0051
59569,0,0.0043
59570,0,0.0327
59571,0,0.0429
59572,0,0.0179
59573,0,0.028
59574,1,0.9446
59575,0,0.0463
59576,0,0.0202
59577,0,0.0461
59578,1,0.8689
59579,0,0.0098
59580,0,0.012
59581,0,0.0204
59582,0,0.0158
59583,0,0.0179
59584,0,0.0025
59585,0,0.0177
59586,0,0.0084
59587,0,0.0072
59588,0,0.1669
59589,0,0.1392
59590,0,0.0035
59591,0,0.2945
59592,0,0.0259
59593,0,0.0121
59594,0,0.3778
59595,0,0.0115
59596,0,0.0915
59597,1,0.9313
59598,0,0.0398
59599,0,0.0931
59600,1,0.9218
59601,0,0.0011
59602,0,0.1155
59603,0,0.036
59604,0,0.0174
59605,0,0.0031
59606,0,0.021
59607,0,0.0678
59608,0,0.0195
59609,0,0.0034
59610,1,0.9761
59611,0,0.0089
59612,1,0.9643
59613,0,0.2661
59614,0,0.2104
59615,0,0.0164
59616,0,0.0599
59617,0,0.0553
59618,0,0.093
59619,0,0.0124
59620,0,0.005
59621,0,0.0301
59622,0,0.0105
59623,0,0.052
59624,0,0.0521
59625,0,0.0291
59626,0,0.0206
59627,0,0.065
59628,0,0.0049
59629,0,0.0028
59630,0,0.0557
59631,0,0.0027
59632,0,0.0145
59633,0,0.0149
59634,0,0.0064
59635,0,0.0054
59636,0,0.0675
59637,0,0.0342
59638,1,0.9932
59639,0,0.0078
59640,0,0.0155
59641,0,0.0169
59642,0,0.0066
59643,0,0.0716
59644,0,0.0406
59645,0,0.3728
59646,0,0.0154
59647,1,0.9723
59648,0,0.0074
59649,0,0.0163
59650,0,0.0039
59651,0,0.0025
59652,0,0.0093
59653,0,0.0063
59654,0,0.0791
59655,0,0.0268
59656,0,0.1186
59657,1,0.9186
59658,0,0.0054
59659,0,0.0471
59660,0,0.1404
59661,0,0.0036
59662,1,0.92
59663,0,0.0558
59664,0,0.0697
59665,0,0.0314
59666,0,0.0295
59667,0,0.007
59668,0,0.0167
59669,0,0.0112
59670,0,0.0815
59671,0,0.0053
59672,0,0.007
59673,0,0.0159
59674,1,0.5549
59675,0,0.0014
59676,0,0.0802
59677,1,0.9159
59678,0,0.0105
59679,0,0.0209
59680,0,0.0046
59681,0,0.0158
59682,0,0.0407
59683,0,0.0062
59684,0,0.0434
59685,0,0.0222
59686,0,0.1441
59687,0,0.0283
59688,0,0.0202
59689,0,0.1649
59690,0,0.0013
59691,0,0.0069
59692,0,0.0971
59693,0,0.0116
59694,0,0.091
59695,0,0.0123
59696,1,0.9272
59697,0,0.005
59698,0,0.0206
59699,0,0.0188
59700,0,0.0206
59701,0,0.0054
59702,0,0.0098
59703,0,0.0325
59704,0,0.0068
59705,0,0.1041
59706,0,0.0171
59707,0,0.0261
59708,0,0.0437
59709,0,0.0418
59710,0,0.0201
59711,0,0.043
59712,0,0.0127
59713,0,0.0673
59714,1,0.8756
59715,1,0.8252
59716,0,0.0247
59717,0,0.0045
59718,0,0.041
59719,1,0.9763
59720,0,0.0107
59721,1,0.8253
59722,0,0.0131
59723,0,0.0136
59724,0,0.1809
59725,0,0.0197
59726,0,0.0066
59727,0,0.0453
59728,0,0.0056
59729,0,0.0022
59730,0,0.0877
59731,0,0.0297
59732,0,0.1448
59733,0,0.019
59734,0,0.0437
59735,0,0.0014
59736,0,0.0676
59737,0,0.0065
59738,0,0.4043
59739,0,0.0181
59740,0,0.0146
59741,0,0.009
59742,0,0.1535
59743,0,0.0132
59744,0,0.0696
59745,0,0.0143
59746,0,0.0199
59747,1,0.9966
59748,0,0.0148
59749,0,0.0218
59750,0,0.0929
59751,0,0.0069
59752,0,0.0223
59753,0,0.007
59754,0,0.0055
59755,0,0.0144
59756,0,0.0064
59757,0,0.0136
59758,0,0.0375
59759,0,0.011
59760,0,0.0703
59761,0,0.0128
59762,0,0.2104
59763,0,0.0017
59764,0,0.0842
59765,0,0.0055
59766,0,0.1042
59767,0,0.037
59768,0,0.0034
59769,0,0.021
59770,0,0.055
59771,0,0.0098
59772,0,0.0148
59773,0,0.0166
59774,0,0.0536
59775,0,0.1133
59776,0,0.1695
59777,0,0.1233
59778,0,0.0059
59779,0,0.0414
59780,0,0.0035
59781,0,0.0211
59782,0,0.0208
59783,0,0.0314
59784,0,0.0084
59785,0,0.0066
59786,0,0.2168
59787,0,0.4505
59788,0,0.0274
59789,0,0.0424
59790,0,0.0216
59791,0,0.0025
59792,0,0.0163
59793,0,0.0237
59794,1,0.93
59795,1,0.9537
59796,0,0.0084
59797,0,0.0198
59798,0,0.0052
59799,0,0.0059
59800,0,0.0448
59801,0,0.0164
59802,0,0.1267
59803,0,0.2121
59804,0,0.0482
59805,0,0.0024
59806,0,0.0131
59807,0,0.0081
59808,0,0.0052
59809,0,0.0137
59810,0,0.0106
59811,0,0.0185
59812,0,0.0107
59813,0,0.006
59814,0,0.0042
59815,0,0.2298
59816,0,0.1794
59817,0,0.0041
59818,1,0.7699
59819,0,0.1797
59820,0,0.0275
59821,0,0.0477
59822,0,0.0181
59823,0,0.0284
59824,0,0.0202
59825,0,0.007
59826,0,0.0289
59827,0,0.1328
59828,0,0.0515
59829,0,0.0616
59830,0,0.015
59831,0,0.0125
59832,0,0.0814
59833,0,0.0935
59834,0,0.0118
59835,0,0.0128
59836,0,0.0284
59837,0,0.0763
59838,0,0.0595
59839,0,0.0382
59840,0,0.0531
59841,1,0.9911
59842,0,0.0104
59843,0,0.0195
59844,0,0.2505
59845,0,0.0377
59846,0,0.0039
59847,0,0.0152
59848,0,0.0122
59849,0,0.0016
59850,1,0.9847
59851,0,0.0016
59852,0,0.0138
59853,0,0.0269
59854,0,0.0029
59855,0,0.0205
59856,0,0.0054
59857,0,0.0441
59858,1,0.976
59859,0,0.0307
59860,1,0.9323
59861,0,0.0062
59862,0,0.0135
59863,0,0.0065
59864,0,0.0171
59865,0,0.0211
59866,0,0.0428
59867,0,0.0709
59868,0,0.0096
59869,0,0.0171
59870,0,0.0035
59871,0,0.0077
59872,0,0.0132
59873,0,0.0046
59874,0,0.0343
59875,0,0.0821
59876,0,0.004
59877,0,0.0388
59878,1,0.9729
59879,0,0.0145
59880,1,0.9655
59881,0,0.0028
59882,0,0.0384
59883,0,0.0628
59884,0,0.0314
59885,0,0.0341
59886,0,0.0443
59887,1,0.8724
59888,0,0.015
59889,0,0.0071
59890,0,0.0062
59891,1,0.7592
59892,0,0.0091
59893,0,0.0138
59894,0,0.0185
59895,0,0.1173
59896,0,0.0052
59897,0,0.0129
59898,0,0.0155
59899,0,0.0148
59900,0,0.0133
59901,1,0.835
59902,0,0.028
59903,0,0.0131
59904,0,0.117
59905,0,0.0215
59906,0,0.1921
59907,0,0.0106
59908,0,0.0084
59909,0,0.0265
59910,0,0.0795
59911,0,0.025
59912,0,0.0186
59913,0,0.003
59914,0,0.0749
59915,0,0.015
59916,0,0.0057
59917,0,0.0171
59918,0,0.0063
59919,0,0.0256
59920,0,0.0436
59921,0,0.044
59922,0,0.036
59923,0,0.0675
59924,0,0.0051
59925,1,0.9491
59926,0,0.0124
59927,0,0.018
59928,0,0.0051
59929,0,0.0058
59930,0,0.0164
59931,0,0.0118
59932,0,0.0363
59933,0,0.02
59934,0,0.0066
59935,0,0.004
59936,0,0.0336
59937,0,0.0859
59938,0,0.0765
59939,0,0.3526
59940,1,0.8021
59941,0,0.0042
59942,0,0.0088
59943,0,0.0333
59944,0,0.0224
59945,0,0.0199
59946,0,0.0296
59947,0,0.0073
59948,0,0.0263
59949,1,0.9842
59950,0,0.0149
59951,0,0.0568
59952,0,0.0095
59953,0,0.0785
59954,0,0.0346
59955,0,0.0022
59956,0,0.0073
59957,0,0.1149
59958,0,0.0245
59959,0,0.0169
59960,0,0.0037
59961,0,0.0379
59962,0,0.1071
59963,0,0.0087
59964,0,0.0018
59965,0,0.0103
59966,1,0.8799
59967,0,0.0244
59968,0,0.0043
59969,0,0.0054
59970,0,0.0553
59971,1,0.9867
59972,1,0.8698
59973,0,0.0339
59974,0,0.0092
59975,0,0.0344
59976,0,0.0076
59977,0,0.0776
59978,0,0.1176
59979,0,0.0272
59980,1,0.9598
59981,0,0.0366
59982,1,0.9372
59983,0,0.0613
59984,0,0.0078
59985,0,0.0357
59986,0,0.024
59987,0,0.0149
59988,0,0.0847
59989,0,0.0122
59990,0,0.0425
59991,0,0.0903
59992,0,0.0059
59993,0,0.0091
59994,0,0.051
59995,1,0.9772
59996,0,0.0148
59997,0,0.0589
59998,0,0.0322
59999,0,0.0069
60000,0,0.0022
60001,0,0.0092
60002,0,0.0957
60003,0,0.0144
60004,0,0.0121
60005,0,0.0335
60006,0,0.0559
60007,0,0.0232
60008,0,0.0161
60009,0,0.011
60010,0,0.0797
60011,0,0.019
60012,0,0.1054
60013,0,0.0059
60014,0,0.0318
60015,0,0.0264
60016,0,0.2597
60017,0,0.1253
60018,0,0.0251
60019,1,0.935
60020,0,0.0444
60021,0,0.0124
60022,0,0.2142
60023,0,0.0214
60024,1,0.9865
60025,0,0.0285
60026,0,0.1378
60027,1,0.5991
60028,0,0.0088
60029,1,0.9873
60030,1,0.9065
60031,0,0.0903
60032,0,0.0581
60033,0,0.0037
60034,0,0.0023
60035,0,0.1156
60036,0,0.0104
60037,0,0.0052
60038,0,0.0124
60039,0,0.0127
60040,0,0.0473
60041,0,0.0383
60042,0,0.0216
60043,0,0.0161
60044,0,0.0818
60045,0,0.008
60046,0,0.2389
60047,0,0.0451
60048,0,0.0017
60049,0,0.0641
60050,0,0.0371
60051,1,0.9793
60052,0,0.0139
60053,0,0.0169
60054,0,0.0018
